OrderDate,Category,City,Country,CustomerName,Discount,OrderID,PostalCode,ProductName,ProfitValue,Quantity,SalesValue,Region,Segment,ShipDate,ShipMode,State,Sub_Category,DaystoShipActual,SalesForecast,ShipStatus,DaystoShipScheduled,OrderProfitable,SalesaboveTarget,latitude,longitude
2013-05-03T00:00:00.000Z,Office Supplies,New York City,United States,Edward Hooks,0,CA-2013-158155,10009,Southworth Parchment Paper & Envelopes,6,2,13.08,East,Corporate,2013-05-07T00:00:00.000Z,Standard Class,New York,Paper,4,17,Shipped Early,6,null,null,40.7262,-73.9796
2013-05-03T00:00:00.000Z,Office Supplies,New York City,United States,Edward Hooks,0.2,CA-2013-158155,10009,Vinyl Sectional Post Binders,34,3,90.48,East,Corporate,2013-05-07T00:00:00.000Z,Standard Class,New York,Binders,4,119,Shipped Early,6,null,null,40.7262,-73.9796
2013-05-04T00:00:00.000Z,Furniture,Newark,United States,Susan MacKendrick,0.2,CA-2013-129280,43055,"Computer Room Manger, 14",10,2,51.97,East,Consumer,2013-05-06T00:00:00.000Z,First Class,Ohio,Furnishings,2,68,Shipped Late,1,null,null,40.0724,-82.4046
2013-05-04T00:00:00.000Z,Office Supplies,Chicago,United States,Christy Brittain,0.8,CA-2013-163398,60653,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,-71,3,26.41,Central,Consumer,2013-05-09T00:00:00.000Z,Standard Class,Illinois,Appliances,5,35,Shipped Early,6,null,null,41.8196,-87.6126
2013-05-04T00:00:00.000Z,Office Supplies,Chicago,United States,Christy Brittain,0.8,CA-2013-163398,60653,Heavy-Duty E-Z-D Binders,-4,1,2.18,Central,Consumer,2013-05-09T00:00:00.000Z,Standard Class,Illinois,Binders,5,3,Shipped Early,6,null,null,41.8196,-87.6126
2013-05-04T00:00:00.000Z,Office Supplies,Chicago,United States,Christy Brittain,0.2,CA-2013-163398,60653,Newell 316,3,7,27.38,Central,Consumer,2013-05-09T00:00:00.000Z,Standard Class,Illinois,Art,5,36,Shipped Early,6,null,null,41.8196,-87.6126
2013-05-04T00:00:00.000Z,Office Supplies,Newark,United States,Susan MacKendrick,0.2,CA-2013-129280,43055,Avery 496,2,2,6,East,Consumer,2013-05-06T00:00:00.000Z,First Class,Ohio,Labels,2,8,Shipped Late,1,null,null,40.0724,-82.4046
2013-05-04T00:00:00.000Z,Office Supplies,Newark,United States,Susan MacKendrick,0.2,CA-2013-129280,43055,Tennsco Industrial Shelving,-44,5,195.64,East,Consumer,2013-05-06T00:00:00.000Z,First Class,Ohio,Storage,2,256,Shipped Late,1,null,null,40.0724,-82.4046
2013-05-04T00:00:00.000Z,Technology,Newark,United States,Susan MacKendrick,0.7,CA-2013-129280,43055,Cisco 8961 IP Phone Charcoal,-165,3,224.94,East,Consumer,2013-05-06T00:00:00.000Z,First Class,Ohio,Machines,2,295,Shipped Late,1,null,null,40.0724,-82.4046
2013-05-04T00:00:00.000Z,Technology,Newark,United States,Susan MacKendrick,0.2,CA-2013-129280,43055,Imation??16GB Mini TravelDrive USB 2.0??Flash Drive,35,5,132.52,East,Consumer,2013-05-06T00:00:00.000Z,First Class,Ohio,Accessories,2,174,Shipped Late,1,null,null,40.0724,-82.4046
2013-05-04T00:00:00.000Z,Technology,Newark,United States,Susan MacKendrick,0.2,CA-2013-129280,43055,Logitech??VX Revolution Cordless Laser Mouse for Notebooks (Black),-76,3,431.98,East,Consumer,2013-05-06T00:00:00.000Z,First Class,Ohio,Accessories,2,566,Shipped Late,1,null,null,40.0724,-82.4046
2013-05-06T00:00:00.000Z,Furniture,Chattanooga,United States,Zuschuss Donatelli,0.2,US-2013-147991,37421,"Eldon Image Series Desk Accessories, Burgundy",3,5,16.72,South,Consumer,2013-05-10T00:00:00.000Z,Standard Class,Tennessee,Furnishings,4,22,Shipped Early,6,null,null,35.025,-85.1459
2013-05-06T00:00:00.000Z,Furniture,Encinitas,United States,Darrin Martin,0.2,CA-2013-160500,92024,Bevis 36 x 72 Conference Tables,7,3,298.78,West,Consumer,2013-05-09T00:00:00.000Z,First Class,California,Tables,3,392,Shipped Late,1,null,null,33.0535,-117.2689
2013-05-06T00:00:00.000Z,Furniture,Henderson,United States,Lindsay Williams,0,US-2013-102239,89015,Global Adaptabilities Conference Tables,320,6,1685.88,West,Corporate,2013-05-07T00:00:00.000Z,First Class,Nevada,Tables,1,2209,Shipped On Time,1,null,null,36.0357,-114.9718
2013-05-06T00:00:00.000Z,Furniture,San Francisco,United States,Amy Hunt,0.2,CA-2013-126165,94109,Hon 61000 Series Interactive Training Tables,-2,2,71.09,West,Consumer,2013-05-08T00:00:00.000Z,Second Class,California,Tables,2,93,Shipped Early,3,null,null,37.7917,-122.4186
2013-05-06T00:00:00.000Z,Office Supplies,Encinitas,United States,Darrin Martin,0.2,CA-2013-160500,92024,Computer Printout Index Tabs,2,5,6.72,West,Consumer,2013-05-09T00:00:00.000Z,First Class,California,Binders,3,9,Shipped Late,1,null,null,33.0535,-117.2689
2013-05-06T00:00:00.000Z,Office Supplies,Henderson,United States,Lindsay Williams,0.2,US-2013-102239,89015,Avery Poly Binder Pockets,2,2,5.73,West,Corporate,2013-05-07T00:00:00.000Z,First Class,Nevada,Binders,1,8,Shipped On Time,1,null,null,36.0357,-114.9718
2013-05-06T00:00:00.000Z,Office Supplies,Los Angeles,United States,Barry Franz,0,CA-2013-137729,90004,"Perma STOR-ALL Hanging File Box, 13 1/8W x 12 1/4D x 10 1/2H",1,1,5.98,West,Home Office,2013-05-10T00:00:00.000Z,Standard Class,California,Storage,4,8,Shipped Early,6,null,null,34.0762,-118.3029
2013-05-06T00:00:00.000Z,Office Supplies,Louisville,United States,Natalie DeCherney,0,CA-2013-145247,40214,Xerox 1909,36,3,79.14,South,Consumer,2013-05-08T00:00:00.000Z,First Class,Kentucky,Paper,2,104,Shipped Late,1,null,null,38.1593,-85.778
2013-05-06T00:00:00.000Z,Office Supplies,Murfreesboro,United States,Patrick Jones,0.2,CA-2013-112676,37130,Xerox 1965,5,3,14.35,South,Corporate,2013-05-09T00:00:00.000Z,First Class,Tennessee,Paper,3,19,Shipped Late,1,null,null,35.8456,-86.3903
2013-05-06T00:00:00.000Z,Office Supplies,Tallahassee,United States,Rick Bensley,0.2,CA-2013-105662,32303,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",31,4,93.25,South,Home Office,2013-05-10T00:00:00.000Z,Standard Class,Florida,Paper,4,122,Shipped Early,6,null,null,30.4874,-84.3189
2013-05-06T00:00:00.000Z,Technology,Los Angeles,United States,Barry Franz,0.2,CA-2013-137729,90004,Cisco Small Business SPA 502G VoIP phone,22,3,246.17,West,Home Office,2013-05-10T00:00:00.000Z,Standard Class,California,Phones,4,323,Shipped Early,6,null,null,34.0762,-118.3029
2013-05-06T00:00:00.000Z,Technology,Tallahassee,United States,Rick Bensley,0.2,CA-2013-105662,32303,Avaya 4621SW VoIP phone,20,3,177.48,South,Home Office,2013-05-10T00:00:00.000Z,Standard Class,Florida,Phones,4,233,Shipped Early,6,null,null,30.4874,-84.3189
2013-05-07T00:00:00.000Z,Furniture,Bakersfield,United States,Gene McClure,0,CA-2013-137393,93309,Executive Impressions 8-1/2 Career Panel/Partition Cubicle Clock,14,4,41.6,West,Consumer,2013-05-11T00:00:00.000Z,Standard Class,California,Furnishings,4,55,Shipped Early,6,null,null,35.3384,-119.0627
2013-05-07T00:00:00.000Z,Furniture,Lorain,United States,Brad Eason,0.2,CA-2013-118052,44052,DAX Solid Wood Frames,12,7,54.71,East,Home Office,2013-05-11T00:00:00.000Z,Standard Class,Ohio,Furnishings,4,72,Shipped Early,6,null,null,41.4578,-82.171
2013-05-07T00:00:00.000Z,Office Supplies,Chicago,United States,Art Ferguson,0.8,CA-2013-139234,60610,Insertable Tab Post Binder Dividers,-5,2,3.21,Central,Consumer,2013-05-11T00:00:00.000Z,Standard Class,Illinois,Binders,4,4,Shipped Early,6,null,null,41.9033,-87.6336
2013-05-07T00:00:00.000Z,Office Supplies,Lorain,United States,Brad Eason,0.2,CA-2013-118052,44052,Advantus T-Pin Paper Clips,2,2,7.22,East,Home Office,2013-05-11T00:00:00.000Z,Standard Class,Ohio,Fasteners,4,9,Shipped Early,6,null,null,41.4578,-82.171
2013-05-07T00:00:00.000Z,Office Supplies,Lorain,United States,Brad Eason,0.2,CA-2013-118052,44052,Xerox 1951,15,2,49.57,East,Home Office,2013-05-11T00:00:00.000Z,Standard Class,Ohio,Paper,4,65,Shipped Early,6,null,null,41.4578,-82.171
2013-05-07T00:00:00.000Z,Office Supplies,Springfield,United States,Brad Eason,0,US-2013-146857,65807,Belkin 5 Outlet SurgeMaster Power Centers,15,1,54.48,Central,Home Office,2013-05-09T00:00:00.000Z,Second Class,Missouri,Appliances,2,71,Shipped Early,3,null,null,37.1668,-93.3085
2013-05-07T00:00:00.000Z,Technology,Chicago,United States,Art Ferguson,0.2,CA-2013-139234,60610,Logitech Desktop MK120 Mouse and keyboard Combo,-3,2,26.18,Central,Consumer,2013-05-11T00:00:00.000Z,Standard Class,Illinois,Accessories,4,34,Shipped Early,6,null,null,41.9033,-87.6336
2013-05-08T00:00:00.000Z,Furniture,New York City,United States,Caroline Jumper,0.1,CA-2013-128818,10009,Hon Mobius Operators Chair,59,4,442.76,East,Consumer,2013-05-12T00:00:00.000Z,Standard Class,New York,Chairs,4,580,Shipped Early,6,null,null,40.7262,-73.9796
2013-05-08T00:00:00.000Z,Furniture,New York City,United States,Caroline Jumper,0,CA-2013-128818,10009,Staples,28,8,63.68,East,Consumer,2013-05-12T00:00:00.000Z,Standard Class,New York,Furnishings,4,83,Shipped Early,6,null,null,40.7262,-73.9796
2013-05-08T00:00:00.000Z,Office Supplies,New York City,United States,Caroline Jumper,0,CA-2013-128818,10009,Alphabetical Labels for Top Tab Filing,22,3,44.4,East,Consumer,2013-05-12T00:00:00.000Z,Standard Class,New York,Labels,4,58,Shipped Early,6,null,null,40.7262,-73.9796
2013-05-08T00:00:00.000Z,Office Supplies,New York City,United States,Caroline Jumper,0.2,CA-2013-128818,10009,"GBC Twin Loop Wire Binding Elements, 9/16 Spine, Black",31,7,85.23,East,Consumer,2013-05-12T00:00:00.000Z,Standard Class,New York,Binders,4,112,Shipped Early,6,null,null,40.7262,-73.9796
2013-05-08T00:00:00.000Z,Technology,New York City,United States,Caroline Jumper,0,CA-2013-128818,10009,Bady BDG101FRU Card Printer,1160,5,3999.95,East,Consumer,2013-05-12T00:00:00.000Z,Standard Class,New York,Machines,4,5242,Shipped Early,6,null,null,40.7262,-73.9796
2013-05-08T00:00:00.000Z,Technology,New York City,United States,Caroline Jumper,0,CA-2013-128818,10009,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,22,5,199.95,East,Consumer,2013-05-12T00:00:00.000Z,Standard Class,New York,Accessories,4,262,Shipped Early,6,null,null,40.7262,-73.9796
2013-05-09T00:00:00.000Z,Furniture,Dover,United States,George Bell,0,CA-2013-164672,19901,"Tenex 46 x 60 Computer Anti-Static Chairmat, Rectangular Shaped",42,2,211.96,East,Corporate,2013-05-14T00:00:00.000Z,Second Class,Delaware,Furnishings,5,278,Shipped Late,3,null,null,39.1564,-75.4955
2013-05-09T00:00:00.000Z,Office Supplies,Cleveland,United States,Clay Ludtke,0.2,CA-2013-106530,44105,Hanging Personal Folder File,2,2,25.12,East,Consumer,2013-05-09T00:00:00.000Z,Same Day,Ohio,Storage,0,33,Shipped On Time,0,null,null,41.4509,-81.619
2013-05-09T00:00:00.000Z,Office Supplies,Cleveland,United States,Clay Ludtke,0.2,CA-2013-106530,44105,Smead Adjustable Mobile File Trolley with Lockable Top,88,3,1006.06,East,Consumer,2013-05-09T00:00:00.000Z,Same Day,Ohio,Storage,0,1318,Shipped On Time,0,null,null,41.4509,-81.619
2013-05-09T00:00:00.000Z,Office Supplies,Cleveland,United States,Clay Ludtke,0.2,CA-2013-106530,44105,Xerox 1898,4,2,10.69,East,Consumer,2013-05-09T00:00:00.000Z,Same Day,Ohio,Paper,0,14,Shipped On Time,0,null,null,41.4509,-81.619
2013-05-09T00:00:00.000Z,Office Supplies,Cleveland,United States,Clay Ludtke,0.2,CA-2013-106530,44105,Xerox 222,4,2,10.37,East,Consumer,2013-05-09T00:00:00.000Z,Same Day,Ohio,Paper,0,14,Shipped On Time,0,null,null,41.4509,-81.619
2013-05-09T00:00:00.000Z,Office Supplies,Los Angeles,United States,Trudy Brown,0,CA-2013-111696,90004,Xerox 1920,8,3,17.94,West,Consumer,2013-05-11T00:00:00.000Z,First Class,California,Paper,2,24,Shipped Late,1,null,null,34.0762,-118.3029
2013-05-09T00:00:00.000Z,Technology,Cleveland,United States,Clay Ludtke,0.2,CA-2013-106530,44105,SanDisk Cruzer 64 GB USB Flash Drive,7,2,58.11,East,Consumer,2013-05-09T00:00:00.000Z,Same Day,Ohio,Accessories,0,76,Shipped On Time,0,null,null,41.4509,-81.619
2013-05-10T00:00:00.000Z,Office Supplies,Austin,United States,Cynthia Voltz,0.8,US-2013-144057,78745,Euro Pro Shark Stick Mini Vacuum,-132,4,48.78,Central,Corporate,2013-05-14T00:00:00.000Z,Standard Class,Texas,Appliances,4,64,Shipped Early,6,null,null,30.2063,-97.7956
2013-05-10T00:00:00.000Z,Office Supplies,Austin,United States,Cynthia Voltz,0.8,US-2013-144057,78745,GBC VeloBind Cover Sets,-28,6,18.53,Central,Corporate,2013-05-14T00:00:00.000Z,Standard Class,Texas,Binders,4,24,Shipped Early,6,null,null,30.2063,-97.7956
2013-05-10T00:00:00.000Z,Office Supplies,Austin,United States,Cynthia Voltz,0.2,US-2013-144057,78745,"Hot File 7-Pocket, Floor Stand",107,6,856.66,Central,Corporate,2013-05-14T00:00:00.000Z,Standard Class,Texas,Storage,4,1123,Shipped Early,6,null,null,30.2063,-97.7956
2013-05-10T00:00:00.000Z,Office Supplies,Austin,United States,Cynthia Voltz,0.8,US-2013-144057,78745,Ibico Standard Transparent Covers,-20,4,13.18,Central,Corporate,2013-05-14T00:00:00.000Z,Standard Class,Texas,Binders,4,17,Shipped Early,6,null,null,30.2063,-97.7956
2013-05-10T00:00:00.000Z,Office Supplies,Austin,United States,Cynthia Voltz,0.2,US-2013-144057,78745,Xerox 1911,27,2,76.64,Central,Corporate,2013-05-14T00:00:00.000Z,Standard Class,Texas,Paper,4,100,Shipped Early,6,null,null,30.2063,-97.7956
2013-05-10T00:00:00.000Z,Office Supplies,Los Angeles,United States,Ricardo Sperren,0,US-2013-159093,90036,"TOPS Money Receipt Book, Consecutively Numbered in Red,",14,4,32.04,West,Corporate,2013-05-15T00:00:00.000Z,Standard Class,California,Paper,5,42,Shipped Early,6,null,null,34.0699,-118.3492
2013-05-10T00:00:00.000Z,Office Supplies,New York City,United States,Paul Stevenson,0,CA-2013-161158,10024,Sanford Pocket Accent Highlighters,3,5,8,East,Home Office,2013-05-14T00:00:00.000Z,Standard Class,New York,Art,4,10,Shipped Early,6,null,null,40.7864,-73.9764
2013-05-10T00:00:00.000Z,Office Supplies,Philadelphia,United States,Julia West,0.2,CA-2013-109176,19140,Newell 319,10,5,79.36,East,Consumer,2013-05-16T00:00:00.000Z,Standard Class,Pennsylvania,Art,6,104,Shipped On Time,6,null,null,40.0118,-75.1456
2013-05-10T00:00:00.000Z,Office Supplies,Philadelphia,United States,Julia West,0.2,CA-2013-109176,19140,Staples,4,1,9.34,East,Consumer,2013-05-16T00:00:00.000Z,Standard Class,Pennsylvania,Envelopes,6,12,Shipped On Time,6,null,null,40.0118,-75.1456
2013-05-10T00:00:00.000Z,Office Supplies,Salem,United States,Thea Hendricks,0,CA-2013-159765,24153,4009 Highlighters by Sanford,9,7,27.86,South,Consumer,2013-05-13T00:00:00.000Z,Second Class,Virginia,Art,3,37,Shipped On Time,3,null,null,37.2853,-80.0692
2013-05-10T00:00:00.000Z,Technology,Houston,United States,Mick Brown,0.2,CA-2013-112382,77036,I Needs 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,2,2,19.14,Central,Consumer,2013-05-14T00:00:00.000Z,Standard Class,Texas,Phones,4,25,Shipped Early,6,null,null,29.6984,-95.5405
2013-05-10T00:00:00.000Z,Technology,Seattle,United States,Sonia Sunley,0,CA-2013-169166,98115,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,13,2,93.98,West,Consumer,2013-05-15T00:00:00.000Z,Standard Class,Washington,Accessories,5,123,Shipped Early,6,null,null,47.6849,-122.2968
2013-05-11T00:00:00.000Z,Office Supplies,Chicago,United States,Gene McClure,0.2,CA-2013-117625,60610,Grip Seal Envelopes,2,2,7.07,Central,Consumer,2013-05-16T00:00:00.000Z,Standard Class,Illinois,Envelopes,5,9,Shipped Early,6,null,null,41.9033,-87.6336
2013-05-11T00:00:00.000Z,Office Supplies,Seattle,United States,Roger Demir,0,CA-2013-161543,98105,Xerox 1965,6,2,11.96,West,Consumer,2013-05-17T00:00:00.000Z,Standard Class,Washington,Paper,6,16,Shipped On Time,6,null,null,47.6633,-122.3022
2013-05-11T00:00:00.000Z,Technology,Philadelphia,United States,Christopher Schild,0.4,CA-2013-133816,19134,ClearOne CHATAttach 160 -??speaker phone,-124,2,743.99,East,Home Office,2013-05-14T00:00:00.000Z,Second Class,Pennsylvania,Phones,3,975,Shipped On Time,3,null,null,39.9925,-75.1133
2013-05-12T00:00:00.000Z,Office Supplies,Los Angeles,United States,Ted Trevino,0,CA-2013-162733,90045,Xerox 1920,3,1,5.98,West,Consumer,2013-05-13T00:00:00.000Z,First Class,California,Paper,1,8,Shipped On Time,1,null,null,33.9631,-118.3941
2013-05-13T00:00:00.000Z,Furniture,New York City,United States,Harry Marie,0,CA-2013-100510,10024,OIC Stacking Trays,4,3,10.02,East,Corporate,2013-05-18T00:00:00.000Z,Standard Class,New York,Furnishings,5,13,Shipped Early,6,null,null,40.7864,-73.9764
2013-05-13T00:00:00.000Z,Office Supplies,Mission Viejo,United States,Vivian Mathis,0,US-2013-123610,92691,Staples,2,1,8.67,West,Consumer,2013-05-17T00:00:00.000Z,Standard Class,California,Appliances,4,11,Shipped Early,6,null,null,33.6128,-117.6622
2013-05-13T00:00:00.000Z,Office Supplies,Philadelphia,United States,Filia McAdams,0.2,US-2013-101196,19140,"Belkin 19 Vented Equipment Shelf, Black",-20,2,82.37,East,Corporate,2013-05-18T00:00:00.000Z,Standard Class,Pennsylvania,Storage,5,108,Shipped Early,6,null,null,40.0118,-75.1456
2013-05-13T00:00:00.000Z,Office Supplies,Seattle,United States,Jill Matthias,0,CA-2013-167416,98105,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6 x 9",27,5,54.9,West,Consumer,2013-05-18T00:00:00.000Z,Standard Class,Washington,Envelopes,5,72,Shipped Early,6,null,null,47.6633,-122.3022
2013-05-13T00:00:00.000Z,Office Supplies,Virginia Beach,United States,Vivek Grady,0,CA-2013-109911,23464,Rogers Handheld Barrel Pencil Sharpener,3,4,10.96,South,Corporate,2013-05-17T00:00:00.000Z,Standard Class,Virginia,Art,4,14,Shipped Early,6,null,null,36.7978,-76.1759
2013-05-13T00:00:00.000Z,Technology,Mission Viejo,United States,Vivian Mathis,0,US-2013-123610,92691,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,47,6,120,West,Consumer,2013-05-17T00:00:00.000Z,Standard Class,California,Accessories,4,157,Shipped Early,6,null,null,33.6128,-117.6622
2013-05-13T00:00:00.000Z,Technology,New York City,United States,Harry Marie,0,CA-2013-100510,10024,Jawbone JAMBOX Wireless Bluetooth Speaker,303,4,631.96,East,Corporate,2013-05-18T00:00:00.000Z,Standard Class,New York,Phones,5,828,Shipped Early,6,null,null,40.7864,-73.9764
2013-05-15T00:00:00.000Z,Furniture,Cincinnati,United States,Logan Haushalter,0.2,CA-2013-141019,45231,"GE 48 Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",30,1,79.38,East,Consumer,2013-05-15T00:00:00.000Z,Same Day,Ohio,Furnishings,0,104,Shipped On Time,0,null,null,39.2418,-84.5437
2013-05-15T00:00:00.000Z,Furniture,Jacksonville,United States,Michael Kennedy,0.2,US-2013-148901,32216,"DAX Copper Panel Document Frame, 5 x 7 Size",8,3,30.19,South,Corporate,2013-05-20T00:00:00.000Z,Standard Class,Florida,Furnishings,5,40,Shipped Early,6,null,null,30.2787,-81.5831
2013-05-15T00:00:00.000Z,Office Supplies,Jacksonville,United States,Michael Kennedy,0.7,US-2013-148901,32216,Avery Heavy-Duty EZD  Binder With Locking Rings,-10,8,13.39,South,Corporate,2013-05-20T00:00:00.000Z,Standard Class,Florida,Binders,5,18,Shipped Early,6,null,null,30.2787,-81.5831
2013-05-15T00:00:00.000Z,Office Supplies,Jacksonville,United States,Michael Kennedy,0.2,US-2013-148901,32216,Dixon Ticonderoga Pencils,0,2,4.77,South,Corporate,2013-05-20T00:00:00.000Z,Standard Class,Florida,Art,5,6,Shipped Early,6,null,null,30.2787,-81.5831
2013-05-15T00:00:00.000Z,Office Supplies,Jacksonville,United States,Michael Kennedy,0.7,US-2013-148901,32216,GBC DocuBind P50 Personal Binding Machine,-44,3,57.58,South,Corporate,2013-05-20T00:00:00.000Z,Standard Class,Florida,Binders,5,75,Shipped Early,6,null,null,30.2787,-81.5831
2013-05-15T00:00:00.000Z,Office Supplies,Jacksonville,United States,Michael Kennedy,0.7,US-2013-148901,32216,Wilson Jones International Size A4 Ring Binders,-8,2,10.38,South,Corporate,2013-05-20T00:00:00.000Z,Standard Class,Florida,Binders,5,14,Shipped Early,6,null,null,30.2787,-81.5831
2013-05-15T00:00:00.000Z,Office Supplies,Jacksonville,United States,Michael Kennedy,0.2,US-2013-148901,32216,Xerox 23,11,6,31.1,South,Corporate,2013-05-20T00:00:00.000Z,Standard Class,Florida,Paper,5,41,Shipped Early,6,null,null,30.2787,-81.5831
2013-05-15T00:00:00.000Z,Technology,Jacksonville,United States,Michael Kennedy,0.2,US-2013-148901,32216,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",4,5,43.6,South,Corporate,2013-05-20T00:00:00.000Z,Standard Class,Florida,Phones,5,57,Shipped Early,6,null,null,30.2787,-81.5831
2013-05-15T00:00:00.000Z,Technology,Yuma,United States,Tiffany House,0.2,CA-2013-108224,85364,Imation??16GB Mini TravelDrive USB 2.0??Flash Drive,49,7,185.53,West,Corporate,2013-05-15T00:00:00.000Z,Same Day,Arizona,Accessories,0,243,Shipped On Time,0,null,null,32.7015,-114.6424
2013-05-16T00:00:00.000Z,Office Supplies,Fort Lauderdale,United States,Darren Powers,0.7,CA-2013-141180,33311,GBC Instant Report Kit,-5,4,7.76,South,Consumer,2013-05-20T00:00:00.000Z,Second Class,Florida,Binders,4,10,Shipped Late,3,null,null,26.1421,-80.1728
2013-05-16T00:00:00.000Z,Office Supplies,Jackson,United States,Steve Nguyen,0,US-2013-146570,39212,Boston KS Multi-Size Manual Pencil Sharpener,26,4,91.96,South,Home Office,2013-05-21T00:00:00.000Z,Standard Class,Mississippi,Art,5,121,Shipped Early,6,null,null,32.2435,-90.2612
2013-05-16T00:00:00.000Z,Office Supplies,Jackson,United States,Steve Nguyen,0,US-2013-146570,39212,GBC DocuBind P50 Personal Binding Machine,241,8,511.84,South,Home Office,2013-05-21T00:00:00.000Z,Standard Class,Mississippi,Binders,5,671,Shipped Early,6,null,null,32.2435,-90.2612
2013-05-16T00:00:00.000Z,Office Supplies,Jackson,United States,Steve Nguyen,0,US-2013-146570,39212,Newell 344,2,3,8.34,South,Home Office,2013-05-21T00:00:00.000Z,Standard Class,Mississippi,Art,5,11,Shipped Early,6,null,null,32.2435,-90.2612
2013-05-16T00:00:00.000Z,Office Supplies,New York City,United States,Thomas Thornton,0.2,CA-2013-152408,10035,Binder Posts,4,3,13.78,East,Consumer,2013-05-22T00:00:00.000Z,Standard Class,New York,Binders,6,18,Shipped On Time,6,null,null,40.8011,-73.9371
2013-05-16T00:00:00.000Z,Office Supplies,Springfield,United States,Michael Nguyen,0.2,CA-2013-165673,45503,"TOPS Voice Message Log Book, Flash Format",6,4,15.23,East,Consumer,2013-05-20T00:00:00.000Z,Second Class,Ohio,Paper,4,20,Shipped Late,3,null,null,39.9528,-83.7804
2013-05-17T00:00:00.000Z,Furniture,Los Angeles,United States,Sanjit Chand,0,CA-2013-130638,90045,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",20,4,282.84,West,Consumer,2013-05-20T00:00:00.000Z,Second Class,California,Furnishings,3,371,Shipped On Time,3,null,null,33.9631,-118.3941
2013-05-17T00:00:00.000Z,Office Supplies,Los Angeles,United States,Denny Ordway,0,CA-2013-133144,90036,Xerox 196,8,3,17.34,West,Consumer,2013-05-22T00:00:00.000Z,Second Class,California,Paper,5,23,Shipped Late,3,null,null,34.0699,-118.3492
2013-05-17T00:00:00.000Z,Office Supplies,Los Angeles,United States,Sanjit Chand,0,CA-2013-130638,90045,Avery 481,13,9,27.72,West,Consumer,2013-05-20T00:00:00.000Z,Second Class,California,Labels,3,36,Shipped On Time,3,null,null,33.9631,-118.3941
2013-05-17T00:00:00.000Z,Office Supplies,Middletown,United States,Jim Radford,0,CA-2013-122133,6457,"SAFCO Commercial Wire Shelving, Black",0,4,552.56,East,Consumer,2013-05-24T00:00:00.000Z,Standard Class,Connecticut,Storage,7,724,Shipped Late,6,null,null,41.5569,-72.6652
2013-05-18T00:00:00.000Z,Furniture,Chicago,United States,Luke Weiss,0.6,US-2013-117037,60653,Flat Face Poster Frame,-10,3,22.61,Central,Consumer,2013-05-21T00:00:00.000Z,First Class,Illinois,Furnishings,3,30,Shipped Late,1,null,null,41.8196,-87.6126
2013-05-18T00:00:00.000Z,Furniture,Waterbury,United States,Arthur Gainer,0,CA-2013-158435,6708,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,17,4,173.24,East,Consumer,2013-05-19T00:00:00.000Z,First Class,Connecticut,Furnishings,1,227,Shipped On Time,1,null,null,41.5511,-73.0645
2013-05-18T00:00:00.000Z,Office Supplies,Apopka,United States,Roy Phan,0.7,US-2013-150567,32712,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",-22,6,27.02,South,Corporate,2013-05-22T00:00:00.000Z,Standard Class,Florida,Binders,4,35,Shipped Early,6,null,null,28.712,-81.5136
2013-05-18T00:00:00.000Z,Office Supplies,Apopka,United States,Roy Phan,0.7,US-2013-150567,32712,Pressboard Hanging Data Binders for Unburst Sheets,-2,2,2.95,South,Corporate,2013-05-22T00:00:00.000Z,Standard Class,Florida,Binders,4,4,Shipped Early,6,null,null,28.712,-81.5136
2013-05-18T00:00:00.000Z,Office Supplies,Chicago,United States,Luke Weiss,0.2,US-2013-117037,60653,Acco Hot Clips Clips to Go,2,3,7.9,Central,Consumer,2013-05-21T00:00:00.000Z,First Class,Illinois,Fasteners,3,10,Shipped Late,1,null,null,41.8196,-87.6126
2013-05-18T00:00:00.000Z,Office Supplies,Chicago,United States,Luke Weiss,0.8,US-2013-117037,60653,Acco Recycled 2 Capacity Laser Printer Hanging Data Binders,-5,1,2.89,Central,Consumer,2013-05-21T00:00:00.000Z,First Class,Illinois,Binders,3,4,Shipped Late,1,null,null,41.8196,-87.6126
2013-05-18T00:00:00.000Z,Office Supplies,Chicago,United States,Luke Weiss,0.2,US-2013-117037,60653,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",10,8,30.53,Central,Consumer,2013-05-21T00:00:00.000Z,First Class,Illinois,Paper,3,40,Shipped Late,1,null,null,41.8196,-87.6126
